user_id,skill_name,type,activityId,correct,attempt_count,successRate,sequence,order_Id,visited_At,completed_At,
norway22138,Strings,Coding,is_is_substring_or_ not_is_not_substring,1,9,0.11,"0,0,0,0,0,1,0,0,0",390,2023-03-20 20:54:52.287,2023-03-20 21:20:30.756,
norway22138,Strings,Coding,end_characters,0,4,0,"0,0,0,0",391,2023-03-20 21:11:44.9,#N/A,
norway22108,Strings,Coding,end_characters,0,7,0,"0,0,0,0,0,0,0",392,2023-03-20 21:24:21.978,#N/A,
norway22138,Strings,Coding,first_half,0,3,0,"0,0,0",393,2023-03-20 21:24:59.842,#N/A,
norway22138,Strings,Coding,non_start,0,3,0,"0,0,0",394,2023-03-20 21:25:57.912,#N/A,
norway22138,Strings,Coding,make_out_word,1,1,1,1,395,2023-03-20 21:27:35.91,2023-03-20 21:28:08.041,
norway22138,Strings,Coding,repeat_last_char,1,2,0.5,"0,1",396,2023-03-20 21:28:10.61,2023-03-20 21:29:19.606,
norway22138,Strings,Coding,first_last_swap,0,2,0,0,397,2023-03-20 21:29:20.179,#N/A,
norway22133,Strings,Coding,non_start,1,2,0.5,"0,1",398,2023-03-20 22:53:31.938,2023-03-21 16:30:18.787,
norway22105,Strings,Coding,is_is_substring_or_ not_is_not_substring,1,5,0.2,"0,0,0,0,1",399,2023-03-21 11:10:56.43,2023-03-21 11:18:01.743,
norway22105,Arrays,Coding,arrays_2,0,3,0,"0,0,0",400,2023-03-21 11:14:26.699,#N/A,
norway22105,Strings,Coding,repeat_last_char,1,1,1,1,401,2023-03-21 11:15:41.466,2023-03-21 11:16:08.284,
norway22105,Strings,Coding,make_out_word,1,1,1,1,402,2023-03-21 11:17:12.121,2023-03-21 11:17:21.925,
norway22105,Objects and Classes,Coding,object_classes_1,1,1,1,1,403,2023-03-21 11:21:55.998,2023-03-21 11:23:49.624,
norway22105,Objects and Classes,Coding,object_classes_2,0,3,0,"0,0,0",404,2023-03-21 11:24:10.552,#N/A,
norway22105,Objects and Classes,Coding,object_classes_3,0,1,0,0,405,2023-03-21 11:26:57.992,#N/A,
norway22105,Objects and Classes,Coding,object_classes_4,1,1,1,1,406,2023-03-21 11:28:29.995,2023-03-21 11:29:52.093,
norway22141,Arrays,Coding,arrays_1,1,4,0.25,"0,0,0,1",407,2023-03-21 13:36:34.128,2023-04-05 09:47:32.399,
norway22141,Variables and Operations,Coding,second_in_days,1,1,1,1,408,2023-03-21 13:41:56.198,2023-03-21 13:47:33.882,
norway22110,Variables and Operations,Coding,compute_average,1,30,0.1,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1",409,2023-03-21 14:38:50.461,2023-03-31 08:18:57.012,
norway22133,Arrays,Coding,arrays_2,1,1,1,1,410,2023-03-21 16:43:20.01,2023-03-21 16:45:06.272,
norway22133,While Loops,Coding,while1_coding,1,1,1,1,411,2023-03-21 16:45:42.044,2023-03-21 16:46:54.851,
norway22133,While Loops,Coding,while2_coding,1,1,1,1,412,2023-03-21 16:47:09.351,2023-03-21 16:47:55.616,
norway22116,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_3,1,2,0.5,"0,1",413,2023-03-22 03:01:07.75,2023-03-22 03:01:45.952,
norway22141,Inheritance,Coding,inheritance_1,1,3,0.33,"0,0,1",414,2023-03-22 07:44:32.603,2023-03-22 08:05:48.434,
norway22141,Variables and Operations,Coding,rectangle_perimeter,1,1,1,1,415,2023-03-22 11:11:26.181,2023-03-22 11:13:37.011,
norway22141,Variables and Operations,Coding,days_to_week_conversion,1,1,1,1,416,2023-03-22 11:13:42.896,2023-03-22 11:16:27.469,
norway22141,Variables and Operations,Coding,percentage_correctness,1,1,1,1,417,2023-03-22 11:16:31.369,2023-03-22 11:18:30.723,
norway22141,Variables and Operations,Coding,compute_average,1,1,1,1,418,2023-03-22 11:18:33.44,2023-03-22 11:20:03.744,
norway22141,If-Else,Coding,sortaSum,1,1,1,1,419,2023-03-22 11:41:37.802,2023-03-22 11:44:50.618,
norway22141,If-Else,Coding,twoAsOne,1,1,1,1,420,2023-03-22 11:44:52.69,2023-03-22 11:50:23.07,
norway22141,If-Else,Coding,greenTicket,1,2,0.5,"0,1",421,2023-03-22 11:50:24.568,2023-03-22 11:54:48.714,
norway22141,If-Else,Coding,without2,1,1,1,1,422,2023-03-22 11:54:49.319,2023-03-22 11:58:41.907,
norway22141,If-Else,Coding,in1To10,1,1,1,1,423,2023-03-22 11:58:42.414,2023-03-22 12:01:01.217,
norway22141,Objects and Classes,Coding,object_classes_1,1,1,1,1,424,2023-03-22 12:02:43.883,2023-03-22 12:06:40.045,
norway22141,ArrayLists,Coding,array_lst_1,1,3,0.33,"0,0,1",425,2023-03-22 12:07:24.65,2023-03-22 12:15:27.355,
norway22141,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_1,1,2,0.5,"0,1",426,2023-03-22 12:15:49.784,2023-03-22 12:23:51.408,
norway22141,Objects and Classes,Coding,object_classes_2,1,1,1,1,427,2023-03-22 12:29:53.668,2023-03-22 12:32:38.654,
norway22141,Inheritance,Coding,inheritance_2,1,1,1,1,428,2023-03-22 12:35:39.431,2023-03-22 12:38:36.082,
norway22130,Strings,Coding,is_is_substring_or_ not_is_not_substring,1,8,0.12,"0,0,0,0,0,0,0,1",429,2023-03-22 12:53:01.756,2023-03-22 13:12:06.885,
norway22133,Objects and Classes,Coding,object_classes_2,0,3,0,"0,0,0",430,2023-03-22 15:07:19.167,#N/A,
norway22133,Objects and Classes,Coding,object_classes_3,1,2,0.5,"0,1",431,2023-03-22 15:08:18.731,2023-03-29 19:00:06.767,
norway22151,Variables and Operations,Coding,compute_average,1,2,0.5,"0,1",432,2023-03-22 19:26:51.066,2023-03-22 19:29:07.947,
norway22151,Variables and Operations,Coding,second_in_days,1,3,0.33,"0,0,1",433,2023-03-22 19:30:06.067,2023-03-22 19:32:35.413,
norway22151,Variables and Operations,Coding,days_to_week_conversion,0,3,0,"0,0,0",434,2023-03-22 19:32:41.413,#N/A,
norway22151,Variables and Operations,Coding,rectangle_perimeter,1,11,0.09,"0,0,0,0,0,0,0,0,0,0,1",435,2023-03-22 19:37:19.724,#N/A,
norway22114,For Loops,Coding,for1_coding,1,1,1,1,436,2023-03-23 07:46:19.28,2023-03-23 07:55:46.664,
norway22114,For Loops,Coding,for2_coding,0,2,0,0,437,2023-03-23 07:55:46.867,#N/A,
norway22144,Variables and Operations,Coding,rectangle_perimeter,1,2,0.5,"0,1",438,2023-03-23 11:01:18.564,2023-03-23 11:03:08.324,
norway22144,Variables and Operations,Coding,days_to_week_conversion,1,5,0.2,"0,0,0,0,1",439,2023-03-23 11:03:09.908,2023-03-31 12:24:40.02,
norway22144,Variables and Operations,Coding,percentage_correctness,1,34,0.03,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",440,2023-03-23 11:09:02.252,2023-03-31 12:19:38.233,
norway22144,Variables and Operations,Coding,compute_average,1,13,0.08,"0,0,0,0,0,0,0,0,0,0,0,0,1",441,2023-03-23 11:16:09.836,2023-03-23 11:43:40.542,
norway22118,Variables and Operations,Coding,second_in_days,1,1,1,1,442,2023-03-23 15:00:24.241,2023-03-23 15:03:05.144,
norway22118,Variables and Operations,Coding,rectangle_perimeter,1,2,0.5,"0,1",443,2023-03-23 15:03:06.083,2023-03-23 15:04:10.253,
norway22118,Variables and Operations,Coding,days_to_week_conversion,1,1,1,1,444,2023-03-23 15:04:10.327,2023-03-23 15:07:10.896,
norway22118,Variables and Operations,Coding,percentage_correctness,1,3,0.33,"0,0,1",445,2023-03-23 15:07:11.534,#N/A,
norway22118,Variables and Operations,Coding,compute_average,1,5,0.4,"0,0,0,1,1",446,2023-03-23 15:07:13.315,#N/A,
norway22135,Variables and Operations,Coding,second_in_days,1,1,1,1,447,2023-03-23 17:50:54.731,2023-03-23 17:51:39.613,
norway22135,Variables and Operations,Coding,rectangle_perimeter,1,3,0.33,"0,0,1",448,2023-03-23 17:51:40.112,2023-03-23 17:53:43.548,
norway22135,Variables and Operations,Coding,days_to_week_conversion,1,11,0.09,"0,0,0,0,0,0,0,0,0,0,1",449,2023-03-23 17:53:43.525,2023-03-23 17:56:20.908,
norway22135,Variables and Operations,Coding,percentage_correctness,1,31,0.03,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",450,2023-03-23 17:56:42.91,2023-03-23 18:08:54.69,
norway22135,Variables and Operations,Coding,compute_average,1,2,0.5,"0,1",451,2023-03-23 18:08:57.196,2023-03-23 18:09:53.188,
norway22154,Boolean Expressions,Coding,love6,1,3,0.33,"0,0,1",452,2023-03-23 22:07:29.456,2023-03-23 22:13:13.075,
norway22154,Boolean Expressions,Coding,in_order,1,14,0.07,"0,0,0,0,0,0,0,0,0,0,0,0,0,1",453,2023-03-23 22:13:13.69,2023-03-23 22:21:46.803,
norway22154,Boolean Expressions,Coding,squirrel_play,1,9,0.11,"0,0,0,0,0,0,0,0,1",454,2023-03-23 22:21:47.734,2023-03-23 22:30:23.989,
norway22154,Boolean Expressions,Coding,check_start_end_character,1,1,1,1,455,2023-03-23 22:30:26.228,2023-03-23 22:33:26.255,
norway22154,Boolean Expressions,Coding,is_special,1,4,0.25,"0,0,0,1",456,2023-03-23 22:33:36.038,2023-03-23 22:36:39.243,
norway22154,Strings,Coding,first_half,1,13,0.08,"0,0,0,0,0,0,0,0,0,0,0,0,1",457,2023-03-23 23:13:33.961,2023-03-23 23:21:30.117,
norway22154,Strings,Coding,non_start,1,3,0.33,"0,0,1",458,2023-03-23 23:21:34.152,2023-03-23 23:27:29.402,
norway22154,Strings,Coding,end_characters,1,1,1,1,459,2023-03-23 23:27:40.737,2023-03-23 23:29:46.303,
norway22154,Objects and Classes,Coding,object_classes_1,1,3,0.33,"0,0,1",460,2023-03-23 23:30:28.465,2023-03-23 23:34:23.965,
norway22154,Objects and Classes,Coding,object_classes_2,1,8,0.12,"0,0,0,0,0,0,0,1",461,2023-03-23 23:34:26.793,2023-03-23 23:39:46.244,
norway22154,Objects and Classes,Coding,object_classes_4,1,1,1,1,462,2023-03-23 23:39:48.71,2023-03-23 23:41:29.498,
norway22154,Objects and Classes,Coding,object_classes_3,1,4,0.5,"1,0,0,1",463,2023-03-23 23:41:29.685,2023-03-23 23:43:12.63,
norway22154,Inheritance,Coding,inheritance_1,1,3,0.33,"0,0,1",464,2023-03-23 23:44:11.525,#N/A,
norway22119,Objects and Classes,Coding,object_classes_1,1,5,0.2,"0,0,0,0,1",465,2023-03-24 06:48:55.901,#N/A,
norway22119,Objects and Classes,Coding,object_classes_2,1,2,0.5,"0,1",466,2023-03-24 06:52:57.798,2023-03-24 06:57:31.881,
norway22119,Objects and Classes,Coding,object_classes_3,1,2,0.5,"0,1",467,2023-03-24 06:57:37.697,2023-03-24 06:59:40.608,
norway22119,Inheritance,Coding,inheritance_1,1,12,0.08,"0,0,0,0,0,0,0,0,0,0,0,1",468,2023-03-24 07:02:43.514,2023-03-26 06:41:22.787,
norway22154,If-Else,Coding,sortaSum,1,1,1,1,469,2023-03-24 09:27:27.289,2023-03-24 09:30:48.206,
norway22154,If-Else,Coding,twoAsOne,1,23,0.04,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",470,2023-03-24 09:30:49.028,#N/A,
norway22118,Strings,Coding,first_half,1,6,0.17,"0,0,0,0,0,1",471,2023-03-24 09:31:31.94,#N/A,
norway22118,Strings,Coding,non_start,1,1,1,1,472,2023-03-24 09:31:32.7,#N/A,
norway22118,Strings,Coding,make_out_word,1,1,1,1,473,2023-03-24 09:31:33.337,#N/A,
norway22118,Strings,Coding,repeat_last_char,1,1,1,1,474,2023-03-24 09:31:34.197,#N/A,
norway22118,Strings,Coding,first_last_swap,1,3,0.33,"0,0,1",475,2023-03-24 09:31:34.917,#N/A,
norway22118,Strings,Coding,end_characters,1,7,0.14,"0,0,0,0,0,0,1",476,2023-03-24 09:31:35.839,#N/A,
norway22118,Strings,Coding,is_is_substring_or_ not_is_not_substring,1,10,0.1,"0,0,0,0,0,0,0,0,0,1",477,2023-03-24 09:31:37.139,2023-03-28 09:26:29.102,
norway22119,Inheritance,Coding,inheritance_2,1,5,0.6,"0,0,1,1,1",478,2023-03-24 10:21:20.956,2023-03-26 06:48:27.034,
norway22145,Boolean Expressions,Coding,in_order,1,1,1,1,479,2023-03-24 10:26:22.68,2023-03-24 10:27:30.589,
norway22145,Boolean Expressions,Coding,love6,1,1,1,1,480,2023-03-24 10:27:30.837,2023-03-24 10:28:12.11,
norway22145,Boolean Expressions,Coding,is_special,1,1,1,1,481,2023-03-24 10:28:12.826,2023-03-24 10:28:53.744,
norway22145,Boolean Expressions,Coding,check_start_end_character,1,1,1,1,482,2023-03-24 10:28:53.928,2023-03-24 10:29:26.512,
norway22145,Boolean Expressions,Coding,squirrel_play,1,1,1,1,483,2023-03-24 10:29:26.941,2023-03-24 10:29:54.071,
norway22145,If-Else,Coding,sortaSum,1,2,0.5,"0,1",484,2023-03-24 10:34:38.361,2023-03-24 10:37:39.696,
norway22145,If-Else,Coding,twoAsOne,1,3,0.33,"0,0,1",485,2023-03-24 10:37:40.33,2023-03-24 10:39:16.992,
norway22145,If-Else,Coding,greenTicket,1,5,0.2,"0,0,0,0,1",486,2023-03-24 10:39:17.27,2023-03-24 10:49:11.422,
norway22145,If-Else,Coding,without2,1,2,0.5,"0,1",487,2023-03-24 10:49:12.793,#N/A,
norway22145,If-Else,Coding,in1To10,1,1,1,1,488,2023-03-24 10:50:54.21,2023-03-24 10:51:27.397,
norway22127,Strings,Coding,non_start,1,1,1,1,489,2023-03-25 21:23:54.837,2023-04-15 13:42:00.578,
norway22119,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_1,0,9,0,"0,0,0,0,0,0,0,0,0",490,2023-03-26 06:59:04.456,#N/A,
norway22151,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_1,1,1,1,1,491,2023-03-26 12:04:26.535,2023-03-26 12:05:45.533,
norway22151,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_3,1,1,1,1,492,2023-03-26 12:05:47.937,2023-03-26 12:06:22.964,
norway22151,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_2,1,1,1,1,493,2023-03-26 12:06:23.152,2023-03-26 12:07:01.588,
norway22151,Inheritance,Coding,inheritance_1,0,2,0,0,494,2023-03-26 12:08:46.355,#N/A,
norway22151,Inheritance,Coding,inheritance_2,1,2,0.5,"0,1",495,2023-03-26 12:11:20.161,2023-03-26 12:12:10.56,
norway22151,Objects and Classes,Coding,object_classes_1,1,1,1,1,496,2023-03-26 12:12:27.339,2023-03-26 12:13:06.687,
norway22151,Objects and Classes,Coding,object_classes_2,1,1,1,1,497,2023-03-26 12:13:07.115,2023-03-26 12:13:45.446,
norway22151,Objects and Classes,Coding,object_classes_3,1,1,1,1,498,2023-03-26 12:13:45.673,2023-03-26 12:14:41.01,
norway22151,Objects and Classes,Coding,object_classes_4,1,2,0.5,"0,1",499,2023-03-26 12:14:41.07,2023-03-26 12:15:29.234,
norway22135,Strings,Coding,is_is_substring_or_ not_is_not_substring,1,1,1,1,500,2023-03-26 13:16:55.226,2023-03-26 13:20:40.037,
norway22135,Strings,Coding,first_half,1,1,1,1,501,2023-03-26 13:22:37.788,2023-03-26 13:29:10.623,
norway22135,Strings,Coding,non_start,1,2,0.5,"0,1",502,2023-03-26 13:29:14.438,2023-03-26 13:32:24.95,
norway22135,Strings,Coding,make_out_word,1,4,0.25,"0,0,0,1",503,2023-03-26 13:32:26.419,2023-03-26 13:36:55.814,
norway22135,Strings,Coding,repeat_last_char,1,11,0.09,"0,0,0,0,0,0,0,0,0,0,1",504,2023-03-26 13:36:57.479,2023-03-26 13:43:38.092,
norway22135,Strings,Coding,first_last_swap,1,1,1,1,505,2023-03-26 13:43:38.914,2023-03-26 13:48:39.515,
norway22135,Strings,Coding,end_characters,1,12,0.08,"0,0,0,0,0,0,0,0,0,0,0,1",506,2023-03-26 13:48:41.879,2023-03-26 13:55:48.302,
norway22135,Boolean Expressions,Coding,in_order,1,62,0.02,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",507,2023-03-26 13:57:19.259,2023-03-26 14:40:38.73,
norway22135,Boolean Expressions,Coding,love6,1,23,0.04,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",508,2023-03-26 14:40:39.865,2023-03-26 14:51:26.202,
norway22135,Boolean Expressions,Coding,is_special,1,2,0.5,"0,1",509,2023-03-26 14:51:30.823,#N/A,
norway22156,Variables and Operations,Coding,compute_average,1,1,1,1,510,2023-03-26 15:54:54.395,2023-03-26 15:56:55.784,
norway22156,Variables and Operations,Coding,second_in_days,1,1,1,1,511,2023-03-26 15:56:56.945,2023-03-26 15:57:45.328,
norway22156,Variables and Operations,Coding,percentage_correctness,1,1,1,1,512,2023-03-26 15:57:46.005,2023-03-26 15:59:26.081,
norway22156,Variables and Operations,Coding,days_to_week_conversion,1,1,1,1,513,2023-03-26 15:59:27.057,2023-03-26 16:00:33.009,
norway22156,Variables and Operations,Coding,rectangle_perimeter,1,1,1,1,514,2023-03-26 16:00:34.924,2023-03-26 16:02:06.665,
norway22156,Strings,Coding,first_half,1,1,1,1,515,2023-03-26 16:19:34.669,2023-03-26 16:20:31.919,
norway22156,Strings,Coding,non_start,1,2,0.5,"0,1",516,2023-03-26 16:20:38.326,2023-03-26 16:22:35.4,
norway22156,Strings,Coding,repeat_last_char,1,1,1,1,517,2023-03-26 16:23:13.99,2023-03-26 16:24:39.995,
norway22156,Strings,Coding,end_characters,1,1,1,1,518,2023-03-26 16:29:29.434,2023-03-26 16:31:28.163,
norway22156,Strings,Coding,is_is_substring_or_ not_is_not_substring,1,3,0.33,"0,0,1",519,2023-03-26 16:31:47.14,2023-03-26 16:35:23.775,
norway22156,Strings,Coding,first_last_swap,1,1,1,1,520,2023-03-26 16:35:24.393,2023-03-26 16:43:01.726,
norway22156,Objects and Classes,Coding,object_classes_1,1,2,0.5,"0,1",521,2023-03-26 16:48:55.961,2023-03-26 16:52:02.885,
norway22156,Objects and Classes,Coding,object_classes_2,1,1,1,1,522,2023-03-26 16:52:05.317,2023-03-27 12:56:59.813,
norway22162,For Loops,Coding,for1_coding,1,1,1,1,523,2023-03-27 11:34:39.883,2023-03-27 11:36:17.459,
norway22162,For Loops,Coding,for3_coding,1,1,1,1,524,2023-03-27 11:36:34.648,2023-03-27 11:37:25.698,
norway22162,For Loops,Coding,for4_coding,1,2,0.5,"0,1",525,2023-03-27 11:37:31.778,2023-03-27 11:38:49.998,
norway22162,Arrays,Coding,arrays_1,1,1,1,1,526,2023-03-27 11:50:03.606,2023-03-27 11:55:43.861,
norway22162,Arrays,Coding,arrays_3,1,1,1,1,527,2023-03-27 11:50:15.717,2023-03-27 11:51:57.64,
norway22162,Objects and Classes,Coding,object_classes_1,1,1,1,1,528,2023-03-27 11:56:40.877,2023-03-27 11:57:38.145,
norway22162,Objects and Classes,Coding,object_classes_2,1,1,1,1,529,2023-03-27 11:57:40.508,2023-03-27 11:58:40.712,
norway22162,Objects and Classes,Coding,object_classes_3,1,1,1,1,530,2023-03-27 11:58:41.407,2023-03-27 11:59:44.23,
norway22162,Objects and Classes,Coding,object_classes_4,1,4,0.25,"0,0,0,1",531,2023-03-27 11:59:44.848,2023-03-27 12:04:00.45,
norway22162,ArrayLists,Coding,array_lst_1,1,4,0.25,"0,0,0,1",532,2023-03-27 12:04:35.02,2023-03-27 12:06:43.012,
norway22156,Objects and Classes,Coding,object_classes_3,1,2,0.5,"0,1",533,2023-03-27 12:57:00.804,2023-03-27 12:59:32.014,
norway22156,Objects and Classes,Coding,object_classes_4,1,4,0.25,"0,0,0,1",534,2023-03-27 12:59:32.415,2023-03-27 13:05:10.079,
norway22156,Two-Dimensional Arrays,Coding,pcrs_2d_arrays_3,0,1,0,0,535,2023-03-27 13:06:24.266,#N/A,
norway22156,Inheritance,Coding,inheritance_1,1,5,0.4,"0,0,0,1,1",536,2023-03-27 13:23:02.586,2023-03-27 13:28:25.879,
norway22156,Inheritance,Coding,inheritance_2,1,2,1,"1,1",537,2023-03-27 13:28:27.521,2023-03-27 13:31:33.08,
norway22112,Variables and Operations,Coding,compute_average,0,4,0,"0,0,0,0",538,2023-03-27 21:16:18.537,#N/A,
norway22145,While Loops,Coding,smallest_integer,1,3,0.33,"0,0,1",539,2023-03-28 07:22:32.102,2023-04-14 08:47:04.279,
norway22145,While Loops,Coding,while1_coding,1,6,0.17,"0,0,0,0,0,1",540,2023-03-28 07:23:10.833,2023-03-28 07:26:36.962,
norway22145,While Loops,Coding,while2_coding,1,1,1,1,541,2023-03-28 07:26:37.453,2023-03-28 07:27:24.727,
norway22145,While Loops,Coding,while3_coding,1,3,0.33,"0,0,1",542,2023-03-28 07:27:25.076,2023-03-28 07:30:56.185,
norway22145,While Loops,Coding,while4_coding,1,4,0.25,"0,0,0,1",543,2023-03-28 07:30:56.527,2023-04-14 08:44:52.362,
norway22145,While Loops,Coding,while5_coding,1,2,0.5,"0,1",544,2023-03-28 07:31:10.445,2023-03-28 07:33:34.251,
norway22145,Objects and Classes,Coding,object_classes_1,1,1,1,1,545,2023-03-28 07:42:36.018,2023-03-28 07:43:37.525,
norway22145,Objects and Classes,Coding,object_classes_2,1,1,1,1,546,2023-03-28 07:43:38.481,#N/A,
norway22145,Objects and Classes,Coding,object_classes_3,1,2,0.5,"0,1",547,2023-03-28 07:46:07.415,2023-03-28 07:47:58.009,
norway22145,Objects and Classes,Coding,object_classes_4,1,1,1,1,548,2023-03-28 07:47:58.184,#N/A,
norway22118,Boolean Expressions,Coding,love6,1,2,0.5,"0,1",549,2023-03-28 08:19:06.196,#N/A,
norway22118,Boolean Expressions,Coding,is_special,1,4,0.25,"0,0,0,1",550,2023-03-28 08:19:06.908,#N/A,
norway22118,Boolean Expressions,Coding,check_start_end_character,1,22,0.05,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",551,2023-03-28 08:19:07.483,2023-03-28 09:17:44.019,
norway22118,Boolean Expressions,Coding,squirrel_play,1,6,0.17,"0,0,0,0,0,1",552,2023-03-28 08:19:08.163,#N/A,
norway22118,Boolean Expressions,Coding,in_order,1,4,0.25,"0,0,0,1",553,2023-03-28 08:19:09.143,#N/A,
norway22145,Inheritance,Coding,inheritance_1,1,2,0.5,"0,1",554,2023-03-28 08:22:42.768,2023-03-28 08:25:13.324,
norway22145,Inheritance,Coding,inheritance_2,1,9,0.11,"0,0,0,0,0,0,0,0,1",555,2023-03-28 08:25:13.392,2023-04-14 08:53:36.263,
norway22145,For Loops,Coding,largest_palindrome_product,1,4,0.25,"0,0,0,1",556,2023-03-28 09:13:46.675,2023-04-14 08:49:31.742,
norway22145,For Loops,Coding,for1_coding,1,1,1,1,557,2023-03-28 09:20:40.131,2023-03-28 09:21:19.802,
norway22145,For Loops,Coding,for2_coding,1,1,1,1,558,2023-03-28 09:21:19.738,2023-03-28 09:21:47.436,
norway22145,For Loops,Coding,for3_coding,1,2,0.5,"0,1",559,2023-03-28 09:21:47.337,2023-03-28 09:22:41.416,
norway22145,For Loops,Coding,for4_coding,1,1,1,1,560,2023-03-28 09:22:41.251,2023-03-28 09:23:19.735,
norway22145,For Loops,Coding,sum_square_difference,1,5,0.2,"0,0,0,0,1",561,2023-03-28 09:23:19.646,2023-03-28 09:26:56.477,
norway22145,For Loops,Coding,largest_prime_factor,1,8,0.12,"0,0,0,0,0,0,0,1",562,2023-03-28 09:26:56.445,2023-04-14 08:48:16.02,
norway22118,If-Else,Coding,sortaSum,0,2,0,0,563,2023-03-28 09:29:44.63,#N/A,
norway22165,Variables and Operations,Coding,second_in_days,1,1,1,1,564,2023-03-28 10:02:11.55,2023-03-28 10:04:53.809,
norway22165,Variables and Operations,Coding,rectangle_perimeter,1,1,1,1,565,2023-03-28 10:05:11.067,2023-03-28 10:08:58.774,
norway22165,Variables and Operations,Coding,days_to_week_conversion,1,4,0.5,"0,1,0,1",566,2023-03-28 10:09:11.632,2023-03-28 10:24:46.292,
norway22165,Variables and Operations,Coding,compute_average,1,4,0.25,"0,0,0,1",567,2023-03-28 10:24:48.865,2023-03-28 10:35:06.964,
norway22165,Variables and Operations,Coding,percentage_correctness,1,2,0.5,"0,1",568,2023-03-28 10:31:59.449,2023-03-28 10:39:26.894,
norway22165,Strings,Coding,first_half,1,6,0.33,"0,0,1,0,0,1",569,2023-03-28 12:34:01.008,2023-03-28 13:43:58.393,
norway22150,Variables and Operations,Coding,compute_average,1,16,0.19,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1",570,2023-03-28 13:04:38.572,2023-03-28 14:30:34.564,
norway22165,Strings,Coding,is_is_substring_or_ not_is_not_substring,1,3,0.33,"0,0,1",571,2023-03-28 13:44:04.741,2023-03-28 13:50:24.722,
norway22165,Strings,Coding,end_characters,1,1,1,1,572,2023-03-28 13:50:34.591,2023-03-28 13:55:28.867,
norway22161,Objects and Classes,Coding,object_classes_1,1,11,0.09,"0,0,0,0,0,0,0,0,0,0,1",573,2023-03-28 14:16:04.646,2023-03-28 14:33:52.822,
norway22165,Inheritance,Coding,inheritance_1,1,9,0.11,"0,0,0,0,0,0,0,0,1",574,2023-03-28 14:23:40.234,#N/A,
norway22150,Variables and Operations,Coding,days_to_week_conversion,1,1,1,1,575,2023-03-28 14:30:48.191,#N/A,
norway22150,Variables and Operations,Coding,rectangle_perimeter,1,3,0.33,"0,0,1",576,2023-03-28 14:31:14.846,2023-03-28 14:43:43.787,
norway22161,Objects and Classes,Coding,object_classes_2,1,52,0.02,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1",577,2023-03-28 14:33:54.288,2023-03-28 16:36:42.831,
norway22150,Variables and Operations,Coding,second_in_days,1,1,1,1,578,2023-03-28 14:43:47.274,2023-03-28 14:44:52.086,
norway22135,Boolean Expressions,Coding,check_start_end_character,1,8,0.12,"0,0,0,0,0,0,0,1",579,2023-03-28 14:44:02.849,2023-03-28 14:52:09.284,
norway22150,Variables and Operations,Coding,percentage_correctness,1,14,0.21,"0,0,0,0,0,0,0,0,0,0,1,0,1,1",580,2023-03-28 14:44:52.406,2023-03-28 14:53:19.524,
norway22135,Boolean Expressions,Coding,squirrel_play,1,4,0.25,"0,0,0,1",581,2023-03-28 14:52:09.34,2023-03-28 14:56:25.352,
norway22114,Inheritance,Coding,inheritance_1,1,2,0.5,"0,1",582,2023-03-28 14:52:34.765,2023-03-28 14:54:30.025,
norway22114,Inheritance,Coding,inheritance_2,1,1,1,1,583,2023-03-28 14:54:29.825,2023-03-28 14:55:38.329,
norway22161,Objects and Classes,Coding,object_classes_3,1,10,0.1,"0,0,0,0,0,0,0,0,0,1",584,2023-03-28 14:57:42.489,2023-03-30 16:20:18.693,
norway22114,Objects and Classes,Coding,object_classes_1,1,1,1,1,585,2023-03-28 15:06:49.015,2023-03-28 15:08:38.115,
norway22114,Objects and Classes,Coding,object_classes_4,1,1,1,1,586,2023-03-28 15:08:38.128,2023-03-28 15:11:02.873,
norway22114,Objects and Classes,Coding,object_classes_2,1,1,1,1,587,2023-03-28 15:11:02.815,2023-03-28 15:15:46.861,
